"Date","Price","Open","High","Low","Vol.","Change %"
"18/05/2022","255.50","255.50","255.40","240.00","3.06M","0.00%"
"17/05/2022","255.50","260.00","258.50","255.50","2.44M","-1.73%"
"16/05/2022","260.00","261.60","260.00","260.00","2.75M","-0.61%"
"13/05/2022","261.60","261.60","261.60","256.00","632.90K","0.00%"
"12/05/2022","261.60","262.10","261.60","261.60","1.91M","-0.19%"
"11/05/2022","262.10","240.00","264.00","260.10","4.92M","9.21%"
"10/05/2022","240.00","249.00","240.00","240.00","2.48M","-3.61%"
"09/05/2022","249.00","227.50","250.20","249.00","2.68M","9.45%"
"06/05/2022","227.50","227.50","250.20","230.50","1.67M","0.00%"
"05/05/2022","227.50","214.50","227.50","227.50","5.85M","6.06%"
"04/05/2022","214.50","214.50","217.00","214.90","1.01M","0.00%"
"29/04/2022","214.50","214.00","214.50","214.50","3.31M","0.23%"
"28/04/2022","214.00","212.00","216.30","212.00","2.67M","0.94%"
"27/04/2022","212.00","212.00","218.00","212.00","338.16K","0.00%"
"26/04/2022","212.00","213.00","213.00","212.00","12.81M","-0.47%"
"25/04/2022","213.00","213.00","220.00","213.00","149.50K","0.00%"
"22/04/2022","213.00","213.00","213.00","213.00","1.59M","0.00%"
"21/04/2022","213.00","213.00","220.00","211.70","1.88M","0.00%"
"20/04/2022","213.00","213.00","213.00","213.00","2.95M","0.00%"
"19/04/2022","213.00","213.00","213.00","213.00","22.15M","0.00%"
"14/04/2022","213.00","213.00","214.00","213.00","2.51M","0.00%"
"13/04/2022","213.00","211.10","213.00","212.00","22.75M","0.90%"
"12/04/2022","211.10","208.50","211.10","211.10","1.71M","1.25%"
"11/04/2022","208.50","206.00","208.50","206.50","5.00M","1.21%"
"08/04/2022","206.00","206.00","210.00","205.00","681.83K","0.00%"
"07/04/2022","206.00","203.40","206.00","206.00","863.33K","-2.83%"
"06/04/2022","212.00","212.00","212.00","212.00","1.79M","0.00%"
"05/04/2022","212.00","212.00","214.00","207.00","1.26M","0.00%"
"04/04/2022","212.00","214.00","213.90","212.00","1.24M","-0.93%"
"01/04/2022","214.00","214.00","214.00","214.00","1.52M","0.00%"
"31/03/2022","214.00","210.00","214.00","214.00","903.83K","1.90%"
"30/03/2022","210.00","207.00","210.00","208.30","1.28M","1.45%"
"29/03/2022","207.00","207.00","214.00","208.00","192.73K","0.00%"
"28/03/2022","207.00","204.00","207.00","207.00","1.10M","1.47%"
"25/03/2022","204.00","204.00","208.90","204.00","735.17K","0.00%"
"24/03/2022","204.00","205.50","204.00","204.00","744.72K","-0.73%"
"23/03/2022","205.50","205.50","205.50","205.50","2.67M","0.00%"
"22/03/2022","205.50","205.50","205.50","205.50","836.54K","0.00%"
"21/03/2022","205.50","205.50","206.40","204.10","685.52K","0.00%"
"18/03/2022","205.50","205.00","205.50","205.50","1.02M","0.24%"
"17/03/2022","205.00","205.00","205.00","205.00","4.69M","0.00%"
"16/03/2022","205.00","204.50","205.00","205.00","2.24M","0.24%"
"15/03/2022","204.50","205.00","204.50","204.50","476.22K","-0.24%"
"14/03/2022","205.00","206.00","205.00","205.00","5.83M","-0.49%"
"11/03/2022","206.00","206.00","206.00","203.00","3.21M","0.00%"
"10/03/2022","206.00","204.00","206.00","206.00","8.85M","0.98%"
"09/03/2022","204.00","204.00","209.80","204.00","371.35K","0.00%"
"08/03/2022","204.00","203.50","205.00","204.00","2.08M","0.25%"
"07/03/2022","203.50","203.50","203.50","203.50","1.88M","0.00%"
"04/03/2022","203.50","204.00","203.50","203.50","1.44M","-0.25%"
"03/03/2022","204.00","203.00","205.00","202.00","22.74M","0.49%"
"02/03/2022","203.00","203.00","205.00","202.00","341.64K","0.00%"
"01/03/2022","203.00","201.00","205.00","203.00","22.25M","1.00%"
"28/02/2022","201.00","201.00","201.00","201.00","1.07M","0.00%"
"25/02/2022","201.00","200.00","202.50","201.00","2.16M","0.50%"
"24/02/2022","200.00","200.00","200.00","200.00","2.94M","0.00%"
"23/02/2022","200.00","199.80","200.00","200.00","1.05M","0.10%"
"22/02/2022","199.80","199.80","199.80","199.70","1.25M","0.00%"
"21/02/2022","199.80","199.50","199.80","199.50","2.28M","0.15%"
"18/02/2022","199.50","199.80","199.50","199.50","3.52M","-0.15%"
"17/02/2022","199.80","200.00","200.00","199.80","3.89M","-0.10%"
"16/02/2022","200.00","199.00","200.00","200.00","21.70M","0.50%"
"15/02/2022","199.00","198.50","199.00","199.00","1.76M","0.25%"
"14/02/2022","198.50","198.00","198.50","198.00","8.44M","0.25%"
"11/02/2022","198.00","197.00","198.00","196.00","2.11M","0.51%"
"10/02/2022","197.00","197.00","197.00","196.50","672.46K","0.00%"
"09/02/2022","197.00","197.00","197.00","196.90","4.40M","0.00%"
"08/02/2022","197.00","199.00","197.00","197.00","2.91M","-1.01%"
"07/02/2022","199.00","200.30","199.00","199.00","1.74M","-0.65%"
"04/02/2022","200.30","200.00","200.30","200.30","728.18K","0.15%"
"03/02/2022","200.00","200.00","200.00","200.00","1.28M","0.00%"
"02/02/2022","200.00","202.50","201.00","200.00","4.32M","-1.23%"
"01/02/2022","202.50","197.50","202.50","202.50","1.46M","2.53%"
"31/01/2022","197.50","190.00","197.50","197.50","378.04K","3.95%"
"28/01/2022","190.00","190.00","190.00","190.00","6.81M","0.00%"
"27/01/2022","190.00","190.00","190.00","190.00","1.73M","0.00%"
"26/01/2022","190.00","190.00","190.00","190.00","5.24M","0.00%"
"25/01/2022","190.00","190.00","190.00","190.00","2.31M","0.00%"
"24/01/2022","190.00","190.00","194.00","190.30","117.50K","0.00%"
"21/01/2022","190.00","190.00","194.00","190.20","63.68K","0.00%"
"20/01/2022","190.00","190.00","195.00","190.30","339.70K","0.00%"
"19/01/2022","190.00","190.00","194.90","190.00","131.32K","0.00%"
"18/01/2022","190.00","190.00","194.90","188.20","154.39K","0.00%"
"17/01/2022","190.00","190.00","190.00","190.00","961.47K","0.00%"
"14/01/2022","190.00","190.00","190.00","190.00","3.63M","0.00%"
"13/01/2022","190.00","190.00","190.00","190.00","3.11M","0.00%"
"12/01/2022","190.00","186.00","190.00","186.00","2.57M","2.15%"
"11/01/2022","186.00","185.50","186.00","186.00","348.39K","0.27%"
"10/01/2022","185.50","197.00","186.00","185.20","1.77M","-5.84%"
"07/01/2022","197.00","197.00","189.00","182.00","667.12K","0.00%"
"06/01/2022","197.00","197.00","188.80","182.80","413.79K","0.00%"
"05/01/2022","197.00","197.00","195.00","182.50","592.25K","0.00%"
